day_reported	data_source	variable	value
2020-05-17	corona-data.ch	cases	19
2020-05-18	corona-data.ch	cases	28
2020-05-19	corona-data.ch	cases	28
2020-05-20	corona-data.ch	cases	37
2020-05-21	corona-data.ch	cases	27
2020-05-22	corona-data.ch	cases	23
2020-05-23	corona-data.ch	cases	20
2020-05-24	corona-data.ch	cases	10
2020-05-25	corona-data.ch	cases	6
2020-05-26	corona-data.ch	cases	23
2020-05-27	corona-data.ch	cases	14
2020-05-28	corona-data.ch	cases	20
2020-05-29	corona-data.ch	cases	29
2020-05-30	corona-data.ch	cases	41
2020-05-31	corona-data.ch	cases	10
2020-06-01	corona-data.ch	cases	3
2020-06-02	corona-data.ch	cases	17
2020-06-03	corona-data.ch	cases	18
2020-06-04	corona-data.ch	cases	24
2020-06-05	corona-data.ch	cases	22
2020-06-06	corona-data.ch	cases	15
2020-06-07	corona-data.ch	cases	8
2020-06-08	corona-data.ch	cases	18
2020-06-09	corona-data.ch	cases	11
2020-06-10	corona-data.ch	cases	18
2020-06-11	corona-data.ch	cases	24
2020-06-12	corona-data.ch	cases	28
2020-06-13	corona-data.ch	cases	11
2020-06-14	corona-data.ch	cases	17
2020-06-15	corona-data.ch	cases	24
2020-06-16	corona-data.ch	cases	27
2020-06-17	corona-data.ch	cases	24
2020-06-18	corona-data.ch	cases	15
2020-06-19	corona-data.ch	cases	29
2020-06-20	corona-data.ch	cases	29
2020-06-21	corona-data.ch	cases	16
2020-06-22	corona-data.ch	cases	33
2020-06-23	corona-data.ch	cases	31
2020-06-24	corona-data.ch	cases	66
2020-06-25	corona-data.ch	cases	41
2020-06-26	corona-data.ch	cases	70
2020-06-27	corona-data.ch	cases	40
2020-06-28	corona-data.ch	cases	41
2020-06-29	corona-data.ch	cases	89
2020-06-30	corona-data.ch	cases	106
2020-07-01	corona-data.ch	cases	120
2020-07-02	corona-data.ch	cases	148
2020-07-03	corona-data.ch	cases	96
2020-07-04	corona-data.ch	cases	49
2020-07-05	corona-data.ch	cases	57
2020-07-06	corona-data.ch	cases	80
2020-07-07	corona-data.ch	cases	98
2020-07-08	corona-data.ch	cases	101
2020-07-09	corona-data.ch	cases	88
2020-07-10	corona-data.ch	cases	93
2020-07-11	corona-data.ch	cases	73
2020-07-12	corona-data.ch	cases	68
2020-07-13	corona-data.ch	cases	84
2020-07-14	corona-data.ch	cases	121
2020-07-15	corona-data.ch	cases	148
2020-07-16	corona-data.ch	cases	97
2020-07-17	corona-data.ch	cases	126
2020-07-18	corona-data.ch	cases	68
2020-07-19	corona-data.ch	cases	54
2020-07-20	corona-data.ch	cases	103
2020-07-21	corona-data.ch	cases	146
2020-07-22	corona-data.ch	cases	124
2020-07-23	corona-data.ch	cases	143
2020-07-24	corona-data.ch	cases	147
2020-07-25	corona-data.ch	cases	100
2020-07-26	corona-data.ch	cases	50
2020-07-27	corona-data.ch	cases	152
2020-07-28	corona-data.ch	cases	167
2020-07-29	corona-data.ch	cases	229
2020-07-30	corona-data.ch	cases	209
2020-07-31	corona-data.ch	cases	154
2020-08-01	corona-data.ch	cases	145
2020-08-02	corona-data.ch	cases	83
2020-08-03	corona-data.ch	cases	123
2020-08-04	corona-data.ch	cases	143
2020-08-05	corona-data.ch	cases	207
2020-08-06	corona-data.ch	cases	161
2020-08-07	corona-data.ch	cases	170
2020-08-08	corona-data.ch	cases	130
2020-08-09	corona-data.ch	cases	88
2020-08-10	corona-data.ch	cases	186
2020-08-11	corona-data.ch	cases	264
2020-08-12	corona-data.ch	cases	229
2020-08-13	corona-data.ch	cases	287
2020-08-14	corona-data.ch	cases	223
2020-08-15	corona-data.ch	cases	208
2020-08-16	corona-data.ch	cases	120
2020-08-17	corona-data.ch	cases	230
2020-08-18	corona-data.ch	cases	266
2020-08-19	corona-data.ch	cases	308
2020-08-20	corona-data.ch	cases	310
2020-08-21	corona-data.ch	cases	325
2020-08-22	corona-data.ch	cases	198
2020-08-23	corona-data.ch	cases	174
2020-08-24	corona-data.ch	cases	252
2020-08-25	corona-data.ch	cases	273
2020-08-26	corona-data.ch	cases	375
2020-08-27	corona-data.ch	cases	342
2020-08-28	corona-data.ch	cases	380
2020-08-29	corona-data.ch	cases	258
2020-08-30	corona-data.ch	cases	202
2020-08-31	corona-data.ch	cases	246
2020-09-01	corona-data.ch	cases	329
2020-09-02	corona-data.ch	cases	358
2020-09-03	corona-data.ch	cases	422
2020-09-04	corona-data.ch	cases	430
2020-09-05	corona-data.ch	cases	336
2020-09-06	corona-data.ch	cases	231
2020-09-07	corona-data.ch	cases	355
2020-09-08	corona-data.ch	cases	394
2020-09-09	corona-data.ch	cases	421
2020-09-10	corona-data.ch	cases	505
2020-09-11	corona-data.ch	cases	485
2020-09-12	corona-data.ch	cases	355
2020-09-13	corona-data.ch	cases	284
2020-09-14	corona-data.ch	cases	363
2020-09-15	corona-data.ch	cases	441
2020-09-16	corona-data.ch	cases	499
2020-09-17	corona-data.ch	cases	521
2020-09-18	corona-data.ch	cases	462
2020-09-19	corona-data.ch	cases	317
2020-09-20	corona-data.ch	cases	246
2020-09-21	corona-data.ch	cases	348
2020-09-22	corona-data.ch	cases	391
2020-09-23	corona-data.ch	cases	381
2020-09-24	corona-data.ch	cases	341
2020-09-25	corona-data.ch	cases	332
2020-09-26	corona-data.ch	cases	262
2020-09-27	corona-data.ch	cases	152
2020-09-28	corona-data.ch	cases	272
2020-09-29	corona-data.ch	cases	338
2020-09-30	corona-data.ch	cases	509
2020-10-01	corona-data.ch	cases	531
2020-10-02	corona-data.ch	cases	535
2020-10-03	corona-data.ch	cases	467
2020-10-04	corona-data.ch	cases	488
2020-10-05	corona-data.ch	cases	686
2020-10-06	corona-data.ch	cases	952
2020-10-07	corona-data.ch	cases	1181
2020-10-08	corona-data.ch	cases	1257
2020-10-09	corona-data.ch	cases	1488
2020-10-10	corona-data.ch	cases	1250
2020-10-11	corona-data.ch	cases	876
2020-10-12	corona-data.ch	cases	1952
2020-10-13	corona-data.ch	cases	2148
2020-10-14	corona-data.ch	cases	2593
2020-10-15	corona-data.ch	cases	2862
2020-10-16	corona-data.ch	cases	3496
2020-10-17	corona-data.ch	cases	2748
2020-10-18	corona-data.ch	cases	2228
2020-10-19	corona-data.ch	cases	3910
2020-10-20	corona-data.ch	cases	4400
2020-10-21	corona-data.ch	cases	5609
2020-10-22	corona-data.ch	cases	5523
2020-10-23	corona-data.ch	cases	6412
2020-10-24	corona-data.ch	cases	4883
2020-10-25	corona-data.ch	cases	3171
2020-10-26	corona-data.ch	cases	3056
2020-02-25	corona-data.ch	curr_hosp	0
2020-02-26	corona-data.ch	curr_hosp	1
2020-02-27	corona-data.ch	curr_hosp	2
2020-02-28	corona-data.ch	curr_hosp	13
2020-02-29	corona-data.ch	curr_hosp	15
2020-03-01	corona-data.ch	curr_hosp	16
2020-03-02	corona-data.ch	curr_hosp	22
2020-03-03	corona-data.ch	curr_hosp	27
2020-03-04	corona-data.ch	curr_hosp	35
2020-03-05	corona-data.ch	curr_hosp	39
2020-03-06	corona-data.ch	curr_hosp	47
2020-03-07	corona-data.ch	curr_hosp	48
2020-03-08	corona-data.ch	curr_hosp	61
2020-03-09	corona-data.ch	curr_hosp	74
2020-03-10	corona-data.ch	curr_hosp	122
2020-03-11	corona-data.ch	curr_hosp	144
2020-03-12	corona-data.ch	curr_hosp	173
2020-03-13	corona-data.ch	curr_hosp	199
2020-03-14	corona-data.ch	curr_hosp	302
2020-03-15	corona-data.ch	curr_hosp	338
2020-03-16	corona-data.ch	curr_hosp	442
2020-03-17	corona-data.ch	curr_hosp	551
2020-03-18	corona-data.ch	curr_hosp	616
2020-03-19	corona-data.ch	curr_hosp	740
2020-03-20	corona-data.ch	curr_hosp	841
2020-03-21	corona-data.ch	curr_hosp	970
2020-03-22	corona-data.ch	curr_hosp	1119
2020-03-23	corona-data.ch	curr_hosp	1243
2020-03-24	corona-data.ch	curr_hosp	1394
2020-03-25	corona-data.ch	curr_hosp	1521
2020-03-26	corona-data.ch	curr_hosp	1653
2020-03-27	corona-data.ch	curr_hosp	1833
2020-03-28	corona-data.ch	curr_hosp	1923
2020-03-29	corona-data.ch	curr_hosp	2037
2020-03-30	corona-data.ch	curr_hosp	2177
2020-03-31	corona-data.ch	curr_hosp	2250
2020-04-01	corona-data.ch	curr_hosp	2327
2020-04-02	corona-data.ch	curr_hosp	2388
2020-04-03	corona-data.ch	curr_hosp	2362
2020-04-04	corona-data.ch	curr_hosp	2348
2020-04-05	corona-data.ch	curr_hosp	2334
2020-04-06	corona-data.ch	curr_hosp	2334
2020-04-07	corona-data.ch	curr_hosp	2253
2020-04-08	corona-data.ch	curr_hosp	2167
2020-04-09	corona-data.ch	curr_hosp	2099
2020-04-10	corona-data.ch	curr_hosp	2033
2020-04-11	corona-data.ch	curr_hosp	1962
2020-04-12	corona-data.ch	curr_hosp	1939
2020-04-13	corona-data.ch	curr_hosp	1921
2020-04-14	corona-data.ch	curr_hosp	1879
2020-04-15	corona-data.ch	curr_hosp	1753
2020-04-16	corona-data.ch	curr_hosp	1688
2020-04-17	corona-data.ch	curr_hosp	1587
2020-04-18	corona-data.ch	curr_hosp	1533
2020-04-19	corona-data.ch	curr_hosp	1517
2020-04-20	corona-data.ch	curr_hosp	1486
2020-04-21	corona-data.ch	curr_hosp	1420
2020-04-22	corona-data.ch	curr_hosp	1353
2020-04-23	corona-data.ch	curr_hosp	1296
2020-04-24	corona-data.ch	curr_hosp	1245
2020-04-25	corona-data.ch	curr_hosp	1207
2020-04-26	corona-data.ch	curr_hosp	1182
2020-04-27	corona-data.ch	curr_hosp	1154
2020-04-28	corona-data.ch	curr_hosp	1134
2020-04-29	corona-data.ch	curr_hosp	1064
2020-04-30	corona-data.ch	curr_hosp	986
2020-05-01	corona-data.ch	curr_hosp	929
2020-05-02	corona-data.ch	curr_hosp	880
2020-05-03	corona-data.ch	curr_hosp	877
2020-05-04	corona-data.ch	curr_hosp	849
2020-05-05	corona-data.ch	curr_hosp	828
2020-05-06	corona-data.ch	curr_hosp	798
2020-05-07	corona-data.ch	curr_hosp	743
2020-05-08	corona-data.ch	curr_hosp	696
2020-05-09	corona-data.ch	curr_hosp	661
2020-05-10	corona-data.ch	curr_hosp	647
2020-05-11	corona-data.ch	curr_hosp	638
2020-05-12	corona-data.ch	curr_hosp	636
2020-05-13	corona-data.ch	curr_hosp	582
2020-05-14	corona-data.ch	curr_hosp	546
2020-05-15	corona-data.ch	curr_hosp	512
2020-05-16	corona-data.ch	curr_hosp	496
2020-05-17	corona-data.ch	curr_hosp	497
2020-05-18	corona-data.ch	curr_hosp	479
2020-05-19	corona-data.ch	curr_hosp	307
2020-05-20	corona-data.ch	curr_hosp	286
2020-05-21	corona-data.ch	curr_hosp	278
2020-05-22	corona-data.ch	curr_hosp	259
2020-05-23	corona-data.ch	curr_hosp	244
2020-05-24	corona-data.ch	curr_hosp	249
2020-05-25	corona-data.ch	curr_hosp	247
2020-05-26	corona-data.ch	curr_hosp	237
2020-05-27	corona-data.ch	curr_hosp	216
2020-05-28	corona-data.ch	curr_hosp	204
2020-05-29	corona-data.ch	curr_hosp	184
2020-05-30	corona-data.ch	curr_hosp	168
2020-05-31	corona-data.ch	curr_hosp	166
2020-06-01	corona-data.ch	curr_hosp	163
2020-06-02	corona-data.ch	curr_hosp	162
2020-06-03	corona-data.ch	curr_hosp	138
2020-06-04	corona-data.ch	curr_hosp	138
2020-06-05	corona-data.ch	curr_hosp	137
2020-06-06	corona-data.ch	curr_hosp	128
2020-06-07	corona-data.ch	curr_hosp	125
2020-06-08	corona-data.ch	curr_hosp	110
2020-06-09	corona-data.ch	curr_hosp	107
2020-06-10	corona-data.ch	curr_hosp	104
2020-06-11	corona-data.ch	curr_hosp	102
2020-06-12	corona-data.ch	curr_hosp	106
2020-06-13	corona-data.ch	curr_hosp	101
2020-06-14	corona-data.ch	curr_hosp	101
2020-06-15	corona-data.ch	curr_hosp	93
2020-06-16	corona-data.ch	curr_hosp	88
2020-06-17	corona-data.ch	curr_hosp	91
2020-06-18	corona-data.ch	curr_hosp	91
2020-06-19	corona-data.ch	curr_hosp	92
2020-06-20	corona-data.ch	curr_hosp	89
2020-06-21	corona-data.ch	curr_hosp	88
2020-06-22	corona-data.ch	curr_hosp	88
2020-06-23	corona-data.ch	curr_hosp	83
2020-06-24	corona-data.ch	curr_hosp	84
2020-06-25	corona-data.ch	curr_hosp	80
2020-06-26	corona-data.ch	curr_hosp	84
2020-06-27	corona-data.ch	curr_hosp	81
2020-06-28	corona-data.ch	curr_hosp	80
2020-06-29	corona-data.ch	curr_hosp	91
2020-06-30	corona-data.ch	curr_hosp	92
2020-07-01	corona-data.ch	curr_hosp	91
2020-07-02	corona-data.ch	curr_hosp	87
2020-07-03	corona-data.ch	curr_hosp	84
2020-07-04	corona-data.ch	curr_hosp	84
2020-07-05	corona-data.ch	curr_hosp	89
2020-07-06	corona-data.ch	curr_hosp	87
2020-07-07	corona-data.ch	curr_hosp	87
2020-07-08	corona-data.ch	curr_hosp	81
2020-07-09	corona-data.ch	curr_hosp	82
2020-07-10	corona-data.ch	curr_hosp	87
2020-07-11	corona-data.ch	curr_hosp	84
2020-07-12	corona-data.ch	curr_hosp	92
2020-07-13	corona-data.ch	curr_hosp	106
2020-07-14	corona-data.ch	curr_hosp	102
2020-07-15	corona-data.ch	curr_hosp	105
2020-07-16	corona-data.ch	curr_hosp	102
2020-07-17	corona-data.ch	curr_hosp	113
2020-07-18	corona-data.ch	curr_hosp	112
2020-07-19	corona-data.ch	curr_hosp	116
2020-07-20	corona-data.ch	curr_hosp	115
2020-07-21	corona-data.ch	curr_hosp	116
2020-07-22	corona-data.ch	curr_hosp	108
2020-07-23	corona-data.ch	curr_hosp	111
2020-07-24	corona-data.ch	curr_hosp	116
2020-07-25	corona-data.ch	curr_hosp	114
2020-07-26	corona-data.ch	curr_hosp	113
2020-07-27	corona-data.ch	curr_hosp	119
2020-07-28	corona-data.ch	curr_hosp	111
2020-07-29	corona-data.ch	curr_hosp	123
2020-07-30	corona-data.ch	curr_hosp	135
2020-07-31	corona-data.ch	curr_hosp	146
2020-08-01	corona-data.ch	curr_hosp	149
2020-08-02	corona-data.ch	curr_hosp	154
2020-08-03	corona-data.ch	curr_hosp	152
2020-08-04	corona-data.ch	curr_hosp	147
2020-08-05	corona-data.ch	curr_hosp	138
2020-08-06	corona-data.ch	curr_hosp	132
2020-08-07	corona-data.ch	curr_hosp	124
2020-08-08	corona-data.ch	curr_hosp	122
2020-08-09	corona-data.ch	curr_hosp	125
2020-08-10	corona-data.ch	curr_hosp	128
2020-08-11	corona-data.ch	curr_hosp	121
2020-08-12	corona-data.ch	curr_hosp	123
2020-08-13	corona-data.ch	curr_hosp	118
2020-08-14	corona-data.ch	curr_hosp	113
2020-08-15	corona-data.ch	curr_hosp	118
2020-08-16	corona-data.ch	curr_hosp	122
2020-08-17	corona-data.ch	curr_hosp	129
2020-08-18	corona-data.ch	curr_hosp	134
2020-08-19	corona-data.ch	curr_hosp	133
2020-08-20	corona-data.ch	curr_hosp	128
2020-08-21	corona-data.ch	curr_hosp	123
2020-08-22	corona-data.ch	curr_hosp	121
2020-08-23	corona-data.ch	curr_hosp	120
2020-08-24	corona-data.ch	curr_hosp	123
2020-08-25	corona-data.ch	curr_hosp	113
2020-08-26	corona-data.ch	curr_hosp	113
2020-08-27	corona-data.ch	curr_hosp	109
2020-08-28	corona-data.ch	curr_hosp	108
2020-08-29	corona-data.ch	curr_hosp	109
2020-08-30	corona-data.ch	curr_hosp	111
2020-08-31	corona-data.ch	curr_hosp	111
2020-09-01	corona-data.ch	curr_hosp	112
2020-09-02	corona-data.ch	curr_hosp	110
2020-09-03	corona-data.ch	curr_hosp	113
2020-09-04	corona-data.ch	curr_hosp	118
2020-09-05	corona-data.ch	curr_hosp	124
2020-09-06	corona-data.ch	curr_hosp	124
2020-09-07	corona-data.ch	curr_hosp	129
2020-09-08	corona-data.ch	curr_hosp	122
2020-09-09	corona-data.ch	curr_hosp	125
2020-09-10	corona-data.ch	curr_hosp	127
2020-09-11	corona-data.ch	curr_hosp	134
2020-09-12	corona-data.ch	curr_hosp	146
2020-09-13	corona-data.ch	curr_hosp	154
2020-09-14	corona-data.ch	curr_hosp	166
2020-09-15	corona-data.ch	curr_hosp	170
2020-09-16	corona-data.ch	curr_hosp	173
2020-09-17	corona-data.ch	curr_hosp	176
2020-09-18	corona-data.ch	curr_hosp	163
2020-09-19	corona-data.ch	curr_hosp	155
2020-09-20	corona-data.ch	curr_hosp	166
2020-09-21	corona-data.ch	curr_hosp	170
2020-09-22	corona-data.ch	curr_hosp	173
2020-09-23	corona-data.ch	curr_hosp	171
2020-09-24	corona-data.ch	curr_hosp	171
2020-09-25	corona-data.ch	curr_hosp	180
2020-09-26	corona-data.ch	curr_hosp	186
2020-09-27	corona-data.ch	curr_hosp	186
2020-09-28	corona-data.ch	curr_hosp	207
2020-09-29	corona-data.ch	curr_hosp	200
2020-09-30	corona-data.ch	curr_hosp	192
2020-10-01	corona-data.ch	curr_hosp	202
2020-10-02	corona-data.ch	curr_hosp	204
2020-10-03	corona-data.ch	curr_hosp	206
2020-10-04	corona-data.ch	curr_hosp	212
2020-10-05	corona-data.ch	curr_hosp	224
2020-10-06	corona-data.ch	curr_hosp	232
2020-10-07	corona-data.ch	curr_hosp	249
2020-10-08	corona-data.ch	curr_hosp	260
2020-10-09	corona-data.ch	curr_hosp	305
2020-10-10	corona-data.ch	curr_hosp	323
2020-10-11	corona-data.ch	curr_hosp	343
2020-10-12	corona-data.ch	curr_hosp	393
2020-10-13	corona-data.ch	curr_hosp	425
2020-10-14	corona-data.ch	curr_hosp	491
2020-10-15	corona-data.ch	curr_hosp	546
2020-10-16	corona-data.ch	curr_hosp	626
2020-10-17	corona-data.ch	curr_hosp	669
2020-10-18	corona-data.ch	curr_hosp	738
2020-10-19	corona-data.ch	curr_hosp	887
2020-10-20	corona-data.ch	curr_hosp	985
2020-10-21	corona-data.ch	curr_hosp	1088
2020-10-22	corona-data.ch	curr_hosp	1220
2020-10-23	corona-data.ch	curr_hosp	1360
2020-10-24	corona-data.ch	curr_hosp	1460
2020-10-25	corona-data.ch	curr_hosp	1584
2020-10-26	corona-data.ch	curr_hosp	1776
2020-02-25	corona-data.ch	deaths	0
2020-02-26	corona-data.ch	deaths	0
2020-02-27	corona-data.ch	deaths	0
2020-02-28	corona-data.ch	deaths	0
2020-02-29	corona-data.ch	deaths	0
2020-03-01	corona-data.ch	deaths	0
2020-03-02	corona-data.ch	deaths	0
2020-03-03	corona-data.ch	deaths	0
2020-03-04	corona-data.ch	deaths	0
2020-03-05	corona-data.ch	deaths	0
2020-03-06	corona-data.ch	deaths	1
2020-03-07	corona-data.ch	deaths	0
2020-03-08	corona-data.ch	deaths	1
2020-03-09	corona-data.ch	deaths	0
2020-03-10	corona-data.ch	deaths	3
2020-03-11	corona-data.ch	deaths	2
2020-03-12	corona-data.ch	deaths	3
2020-03-13	corona-data.ch	deaths	1
2020-03-14	corona-data.ch	deaths	3
2020-03-15	corona-data.ch	deaths	8
2020-03-16	corona-data.ch	deaths	11
2020-03-17	corona-data.ch	deaths	7
2020-03-18	corona-data.ch	deaths	9
2020-03-19	corona-data.ch	deaths	11
2020-03-20	corona-data.ch	deaths	21
2020-03-21	corona-data.ch	deaths	20
2020-03-22	corona-data.ch	deaths	15
2020-03-23	corona-data.ch	deaths	30
2020-03-24	corona-data.ch	deaths	19
2020-03-25	corona-data.ch	deaths	34
2020-03-26	corona-data.ch	deaths	43
2020-03-27	corona-data.ch	deaths	36
2020-03-28	corona-data.ch	deaths	50
2020-03-29	corona-data.ch	deaths	47
2020-03-30	corona-data.ch	deaths	55
2020-03-31	corona-data.ch	deaths	58
2020-04-01	corona-data.ch	deaths	59
2020-04-02	corona-data.ch	deaths	60
2020-04-03	corona-data.ch	deaths	57
2020-04-04	corona-data.ch	deaths	62
2020-04-05	corona-data.ch	deaths	50
2020-04-06	corona-data.ch	deaths	55
2020-04-07	corona-data.ch	deaths	58
2020-04-08	corona-data.ch	deaths	63
2020-04-09	corona-data.ch	deaths	44
2020-04-10	corona-data.ch	deaths	49
2020-04-11	corona-data.ch	deaths	41
2020-04-12	corona-data.ch	deaths	57
2020-04-13	corona-data.ch	deaths	29
2020-04-14	corona-data.ch	deaths	38
2020-04-15	corona-data.ch	deaths	46
2020-04-16	corona-data.ch	deaths	45
2020-04-17	corona-data.ch	deaths	44
2020-04-18	corona-data.ch	deaths	35
2020-04-19	corona-data.ch	deaths	23
2020-04-20	corona-data.ch	deaths	41
2020-04-21	corona-data.ch	deaths	41
2020-04-22	corona-data.ch	deaths	28
2020-04-23	corona-data.ch	deaths	31
2020-04-24	corona-data.ch	deaths	29
2020-04-25	corona-data.ch	deaths	26
2020-04-26	corona-data.ch	deaths	16
2020-04-27	corona-data.ch	deaths	20
2020-04-28	corona-data.ch	deaths	24
2020-04-29	corona-data.ch	deaths	10
2020-04-30	corona-data.ch	deaths	18
2020-05-01	corona-data.ch	deaths	15
2020-05-02	corona-data.ch	deaths	14
2020-05-03	corona-data.ch	deaths	8
2020-05-04	corona-data.ch	deaths	6
2020-05-05	corona-data.ch	deaths	12
2020-05-06	corona-data.ch	deaths	6
2020-05-07	corona-data.ch	deaths	10
2020-05-08	corona-data.ch	deaths	9
2020-05-09	corona-data.ch	deaths	10
2020-05-10	corona-data.ch	deaths	8
2020-05-11	corona-data.ch	deaths	3
2020-05-12	corona-data.ch	deaths	2
2020-05-13	corona-data.ch	deaths	4
2020-05-14	corona-data.ch	deaths	2
2020-05-15	corona-data.ch	deaths	6
2020-05-16	corona-data.ch	deaths	1
2020-05-17	corona-data.ch	deaths	5
2020-05-18	corona-data.ch	deaths	5
2020-05-19	corona-data.ch	deaths	2
2020-05-20	corona-data.ch	deaths	1
2020-05-21	corona-data.ch	deaths	4
2020-05-22	corona-data.ch	deaths	2
2020-05-23	corona-data.ch	deaths	1
2020-05-24	corona-data.ch	deaths	1
2020-05-25	corona-data.ch	deaths	3
2020-05-26	corona-data.ch	deaths	1
2020-05-27	corona-data.ch	deaths	2
2020-05-28	corona-data.ch	deaths	0
2020-05-29	corona-data.ch	deaths	0
2020-05-30	corona-data.ch	deaths	1
2020-05-31	corona-data.ch	deaths	0
2020-06-01	corona-data.ch	deaths	0
2020-06-02	corona-data.ch	deaths	0
2020-06-03	corona-data.ch	deaths	0
2020-06-04	corona-data.ch	deaths	0
2020-06-05	corona-data.ch	deaths	0
2020-06-06	corona-data.ch	deaths	0
2020-06-07	corona-data.ch	deaths	1
2020-06-08	corona-data.ch	deaths	2
2020-06-09	corona-data.ch	deaths	0
2020-06-10	corona-data.ch	deaths	1
2020-06-11	corona-data.ch	deaths	0
2020-06-12	corona-data.ch	deaths	2
2020-06-13	corona-data.ch	deaths	0
2020-06-14	corona-data.ch	deaths	0
2020-06-15	corona-data.ch	deaths	0
2020-06-16	corona-data.ch	deaths	1
2020-06-17	corona-data.ch	deaths	2
2020-06-18	corona-data.ch	deaths	0
2020-06-19	corona-data.ch	deaths	0
2020-06-20	corona-data.ch	deaths	0
2020-06-21	corona-data.ch	deaths	1
2020-06-22	corona-data.ch	deaths	2
2020-06-23	corona-data.ch	deaths	0
2020-06-24	corona-data.ch	deaths	0
2020-06-25	corona-data.ch	deaths	0
2020-06-26	corona-data.ch	deaths	0
2020-06-27	corona-data.ch	deaths	0
2020-06-28	corona-data.ch	deaths	0
2020-06-29	corona-data.ch	deaths	1
2020-06-30	corona-data.ch	deaths	0
2020-07-01	corona-data.ch	deaths	0
2020-07-02	corona-data.ch	deaths	0
2020-07-03	corona-data.ch	deaths	0
2020-07-04	corona-data.ch	deaths	0
2020-07-05	corona-data.ch	deaths	0
2020-07-06	corona-data.ch	deaths	1
2020-07-07	corona-data.ch	deaths	0
2020-07-08	corona-data.ch	deaths	2
2020-07-09	corona-data.ch	deaths	0
2020-07-10	corona-data.ch	deaths	0
2020-07-11	corona-data.ch	deaths	0
2020-07-12	corona-data.ch	deaths	0
2020-07-13	corona-data.ch	deaths	0
2020-07-14	corona-data.ch	deaths	0
2020-07-15	corona-data.ch	deaths	1
2020-07-16	corona-data.ch	deaths	1
2020-07-17	corona-data.ch	deaths	0
2020-07-18	corona-data.ch	deaths	0
2020-07-19	corona-data.ch	deaths	0
2020-07-20	corona-data.ch	deaths	3
2020-07-21	corona-data.ch	deaths	1
2020-07-22	corona-data.ch	deaths	0
2020-07-23	corona-data.ch	deaths	2
2020-07-24	corona-data.ch	deaths	1
2020-07-25	corona-data.ch	deaths	0
2020-07-26	corona-data.ch	deaths	1
2020-07-27	corona-data.ch	deaths	1
2020-07-28	corona-data.ch	deaths	0
2020-07-29	corona-data.ch	deaths	1
2020-07-30	corona-data.ch	deaths	0
2020-07-31	corona-data.ch	deaths	2
2020-08-01	corona-data.ch	deaths	1
2020-08-02	corona-data.ch	deaths	0
2020-08-03	corona-data.ch	deaths	0
2020-08-04	corona-data.ch	deaths	1
2020-08-05	corona-data.ch	deaths	0
2020-08-06	corona-data.ch	deaths	2
2020-08-07	corona-data.ch	deaths	0
2020-08-08	corona-data.ch	deaths	2
2020-08-09	corona-data.ch	deaths	0
2020-08-10	corona-data.ch	deaths	1
2020-08-11	corona-data.ch	deaths	1
2020-08-12	corona-data.ch	deaths	0
2020-08-13	corona-data.ch	deaths	1
2020-08-14	corona-data.ch	deaths	1
2020-08-15	corona-data.ch	deaths	2
2020-08-16	corona-data.ch	deaths	0
2020-08-17	corona-data.ch	deaths	2
2020-08-18	corona-data.ch	deaths	0
2020-08-19	corona-data.ch	deaths	0
2020-08-20	corona-data.ch	deaths	0
2020-08-21	corona-data.ch	deaths	1
2020-08-22	corona-data.ch	deaths	0
2020-08-23	corona-data.ch	deaths	2
2020-08-24	corona-data.ch	deaths	1
2020-08-25	corona-data.ch	deaths	0
2020-08-26	corona-data.ch	deaths	0
2020-08-27	corona-data.ch	deaths	2
2020-08-28	corona-data.ch	deaths	0
2020-08-29	corona-data.ch	deaths	1
2020-08-30	corona-data.ch	deaths	1
2020-08-31	corona-data.ch	deaths	1
2020-09-01	corona-data.ch	deaths	0
2020-09-02	corona-data.ch	deaths	3
2020-09-03	corona-data.ch	deaths	0
2020-09-04	corona-data.ch	deaths	2
2020-09-05	corona-data.ch	deaths	1
2020-09-06	corona-data.ch	deaths	3
2020-09-07	corona-data.ch	deaths	0
2020-09-08	corona-data.ch	deaths	2
2020-09-09	corona-data.ch	deaths	3
2020-09-10	corona-data.ch	deaths	1
2020-09-11	corona-data.ch	deaths	3
2020-09-12	corona-data.ch	deaths	3
2020-09-13	corona-data.ch	deaths	0
2020-09-14	corona-data.ch	deaths	2
2020-09-15	corona-data.ch	deaths	1
2020-09-16	corona-data.ch	deaths	7
2020-09-17	corona-data.ch	deaths	5
2020-09-18	corona-data.ch	deaths	3
2020-09-19	corona-data.ch	deaths	7
2020-09-20	corona-data.ch	deaths	0
2020-09-21	corona-data.ch	deaths	2
2020-09-22	corona-data.ch	deaths	1
2020-09-23	corona-data.ch	deaths	3
2020-09-24	corona-data.ch	deaths	5
2020-09-25	corona-data.ch	deaths	1
2020-09-26	corona-data.ch	deaths	0
2020-09-27	corona-data.ch	deaths	1
2020-09-28	corona-data.ch	deaths	3
2020-09-29	corona-data.ch	deaths	2
2020-09-30	corona-data.ch	deaths	1
2020-10-01	corona-data.ch	deaths	4
2020-10-02	corona-data.ch	deaths	2
2020-10-03	corona-data.ch	deaths	0
2020-10-04	corona-data.ch	deaths	1
2020-10-05	corona-data.ch	deaths	1
2020-10-06	corona-data.ch	deaths	1
2020-10-07	corona-data.ch	deaths	1
2020-10-08	corona-data.ch	deaths	4
